Date,Open,High,Low,Close,Adj_Close,Volume
2003-08-23,51.299999,54.900002,49.799999,51.099998,51.099998,233810
2003-08-30,51.400002,52.500000,49.299999,51.500000,51.500000,113380
2003-09-06,51.599998,52.000000,48.500000,49.900002,49.900002,171970
2003-09-13,51.099998,53.000000,49.000000,52.700001,52.700001,201090
2003-09-20,51.400002,65.800003,50.200001,51.799999,51.799999,670970
2003-09-27,53.900002,63.900002,51.099998,59.799999,59.799999,285920
2003-10-04,60.099998,67.500000,60.000000,63.900002,63.900002,371360
2003-10-11,64.800003,75.000000,63.799999,64.500000,64.500000,372940
2003-10-18,63.200001,68.800003,58.500000,59.099998,59.099998,228400
2003-10-25,60.599998,66.000000,59.500000,63.200001,63.200001,155530
2003-11-01,63.900002,69.400002,60.000000,60.099998,60.099998,338500
2003-11-08,61.200001,61.700001,48.799999,55.799999,55.799999,1202880
2003-11-15,56.700001,56.700001,49.000000,50.299999,50.299999,389650
2003-11-22,51.500000,57.900002,49.799999,57.799999,57.799999,452810
2003-11-29,57.900002,62.799999,55.599998,61.299999,61.299999,532470
2003-12-06,61.200001,61.799999,56.599998,59.200001,59.200001,295590
2003-12-13,60.000000,65.000000,57.299999,64.400002,64.400002,259290
2003-12-20,65.099998,71.000000,63.799999,68.199997,68.199997,264580
2003-12-27,66.900002,77.400002,66.599998,74.800003,74.800003,246610
2004-01-03,77.300003,83.099998,74.699997,80.500000,80.500000,335150
2004-01-10,82.500000,106.500000,81.599998,95.500000,95.500000,782990
2004-01-17,98.000000,104.800003,90.900002,94.800003,94.800003,510020
2004-01-24,96.000000,101.000000,90.500000,94.400002,94.400002,579380
2004-01-31,94.500000,95.099998,81.500000,88.500000,88.500000,459040
2004-02-07,87.099998,98.000000,85.599998,92.800003,92.800003,231780
2004-02-14,93.000000,97.900002,88.800003,89.000000,89.000000,210450
2004-02-21,90.900002,90.900002,69.500000,70.599998,70.599998,778600
2004-02-28,69.500000,85.800003,68.099998,84.199997,84.199997,766020
2004-03-06,83.500000,84.400002,67.500000,77.199997,77.199997,377440
2004-03-13,76.300003,79.099998,70.599998,75.199997,75.199997,292480
2004-03-20,75.000000,76.500000,70.599998,75.400002,75.400002,229920
2004-03-27,76.500000,80.000000,74.099998,79.400002,79.400002,263060
2004-04-03,79.099998,83.900002,76.599998,81.900002,81.900002,182760
2004-04-10,84.000000,98.400002,82.699997,96.500000,96.500000,848040
2004-04-17,96.500000,102.400002,88.000000,91.400002,91.400002,697270
2004-04-24,90.400002,97.300003,77.500000,77.699997,77.699997,478010
2004-05-01,79.099998,84.000000,73.500000,76.000000,76.000000,362410
2004-05-08,76.099998,83.800003,72.500000,77.099998,77.099998,310190
2004-05-15,76.400002,79.000000,72.900002,76.099998,76.099998,254160
2004-05-22,76.400002,85.500000,73.000000,76.099998,76.099998,514400
2004-05-29,76.800003,80.300003,71.400002,71.900002,71.900002,370870
2004-06-05,72.099998,77.699997,72.099998,72.800003,72.800003,295410
2004-06-12,72.500000,76.099998,68.500000,70.400002,70.400002,277710
2004-06-19,71.000000,76.000000,69.900002,75.500000,75.500000,323880
2004-06-26,76.000000,76.199997,72.500000,72.699997,72.699997,171590
2004-07-03,72.900002,73.800003,64.400002,65.699997,65.699997,291500
2004-07-10,65.199997,67.199997,59.299999,60.500000,60.500000,445510
2004-07-17,60.200001,63.500000,54.200001,56.000000,56.000000,289760
2004-07-24,55.400002,64.000000,53.299999,62.400002,62.400002,314830
2004-07-31,61.099998,63.099998,50.500000,50.900002,50.900002,255990
2004-08-07,51.900002,52.400002,46.200001,49.400002,49.400002,306450
2004-08-14,50.099998,58.000000,48.500000,57.099998,57.099998,255740
2004-08-21,58.700001,63.000000,56.700001,62.200001,62.200001,268550
2004-08-28,62.900002,69.500000,61.500000,65.699997,65.699997,305650
2004-09-04,64.699997,67.500000,61.299999,63.900002,63.900002,183450
2004-09-11,64.500000,64.800003,59.400002,59.599998,59.599998,221990
2004-09-18,59.200001,63.000000,57.000000,59.299999,59.299999,353410
2004-09-25,59.799999,64.900002,56.599998,63.900002,63.900002,353720
2004-10-02,64.500000,70.900002,63.599998,65.800003,65.800003,489310
2004-10-09,67.300003,72.699997,66.199997,68.099998,68.099998,524130
2004-10-16,68.699997,72.000000,66.900002,69.599998,69.599998,296590
2004-10-23,70.500000,70.900002,59.099998,59.900002,59.900002,407940
2004-10-30,59.700001,65.000000,57.500000,57.900002,57.900002,456840
2004-11-06,58.500000,59.900002,56.599998,59.099998,59.099998,255000
2004-11-13,59.099998,62.000000,57.500000,58.200001,58.200001,251060
2004-11-20,57.500000,58.799999,55.200001,58.099998,58.099998,182410
2004-11-27,58.500000,60.900002,56.900002,57.900002,57.900002,237070
2004-12-04,58.200001,59.200001,54.500000,55.099998,55.099998,237590
2004-12-11,55.000000,58.500000,54.500000,56.700001,56.700001,353710
2004-12-18,56.700001,59.599998,56.000000,59.500000,59.500000,221070
2004-12-25,59.200001,62.500000,57.500000,61.099998,61.099998,287790
2005-01-01,62.599998,62.599998,52.400002,52.900002,52.900002,272140
2005-01-08,52.599998,57.400002,51.099998,56.200001,56.200001,332220
2005-01-15,56.400002,58.200001,52.700001,53.000000,53.000000,156100
2005-01-22,53.200001,54.700001,51.799999,52.700001,52.700001,135920
2005-01-29,53.799999,61.000000,53.200001,58.799999,58.799999,358370
2005-02-05,58.599998,59.200001,54.799999,58.400002,58.400002,209470
2005-02-12,59.000000,65.000000,55.099998,62.200001,62.200001,431200
2005-02-19,63.299999,76.699997,61.099998,73.699997,73.699997,848950
2005-02-26,72.400002,82.000000,67.699997,75.400002,75.400002,693120
2005-03-05,75.500000,77.500000,71.000000,72.500000,72.500000,374410
2005-03-12,71.800003,75.400002,67.099998,70.599998,70.599998,330860
2005-03-19,70.300003,71.400002,63.900002,66.099998,66.099998,242260
2005-03-26,67.000000,68.300003,60.700001,64.099998,64.099998,291420
2005-04-02,65.500000,67.000000,60.099998,60.500000,60.500000,190140
2005-04-09,60.500000,62.000000,56.400002,57.000000,57.000000,292870
2005-04-16,56.799999,68.000000,56.599998,60.299999,60.299999,394220
2005-04-23,61.000000,62.900002,54.700001,55.500000,55.500000,344300
2005-04-30,56.299999,61.799999,52.099998,56.700001,56.700001,334070
2005-05-07,57.400002,58.000000,55.000000,56.000000,56.000000,160920
2005-05-14,56.299999,58.900002,54.500000,56.900002,56.900002,174870
2005-05-21,56.400002,65.800003,56.400002,63.099998,63.099998,317930
2005-05-28,62.799999,64.800003,60.599998,60.599998,60.599998,161060
2005-06-04,60.099998,63.599998,60.099998,60.500000,60.500000,194070
2005-06-11,60.200001,74.900002,59.599998,74.500000,74.500000,639500
2005-06-18,75.000000,76.300003,70.099998,71.300003,71.300003,390850
2005-06-25,70.300003,74.300003,66.099998,67.599998,67.599998,264720
2005-07-02,61.099998,63.200001,58.500000,60.799999,60.799999,572480
2005-07-09,60.500000,68.599998,58.700001,65.000000,65.000000,557260
2005-07-16,66.099998,67.400002,62.000000,65.699997,65.699997,279910
2005-07-23,65.599998,75.000000,64.300003,71.500000,71.500000,569740
2005-07-30,72.000000,74.500000,62.400002,63.000000,63.000000,845240
2005-08-06,63.500000,64.900002,62.500000,63.099998,63.099998,551380
2005-08-13,63.000000,63.400002,60.500000,61.000000,61.000000,229240
2005-08-20,61.200001,66.699997,61.000000,62.299999,62.299999,331380
2005-08-27,62.200001,77.300003,61.500000,69.699997,69.699997,1128060
2005-09-03,70.000000,74.300003,68.500000,71.900002,71.900002,270140
2005-09-10,71.500000,72.900002,62.599998,64.699997,64.699997,381770
2005-09-17,65.699997,70.800003,62.500000,66.800003,66.800003,501310
2005-09-24,66.800003,69.500000,64.699997,68.000000,68.000000,297380
2005-10-01,68.099998,71.199997,64.000000,64.699997,64.699997,401640
2005-10-08,64.400002,66.000000,59.799999,60.500000,60.500000,268740
2005-10-15,60.599998,63.700001,59.900002,60.700001,60.700001,212850
2005-10-22,61.000000,62.599998,54.500000,58.900002,58.900002,340130
2005-10-29,59.200001,59.200001,55.000000,57.000000,57.000000,362930
2005-11-05,56.799999,60.500000,56.500000,57.700001,57.700001,249650
2005-11-12,57.200001,58.500000,51.200001,52.200001,52.200001,446470
2005-11-19,52.200001,53.200001,48.400002,51.700001,51.700001,583100
2005-11-26,52.099998,53.799999,49.500000,52.700001,52.700001,670550
2005-12-03,54.400002,58.299999,53.400002,57.200001,57.200001,545400
2005-12-10,57.500000,62.400002,55.200001,56.299999,56.299999,851830
2005-12-17,56.599998,56.799999,52.500000,53.799999,53.799999,375350
2005-12-24,53.500000,54.000000,51.000000,51.299999,51.299999,296000
2005-12-31,52.299999,55.799999,50.900002,53.599998,53.599998,241160
2006-01-07,53.500000,57.200001,52.599998,56.099998,56.099998,398270
2006-01-14,56.000000,57.299999,53.599998,54.000000,54.000000,298840
2006-01-21,54.599998,57.900002,53.500000,55.500000,55.500000,340980
2006-01-28,55.500000,61.299999,53.000000,54.599998,54.599998,941020
2006-02-04,54.900002,55.200001,51.500000,52.900002,52.900002,415510
2006-02-11,52.500000,54.400002,51.500000,53.799999,53.799999,292190
2006-02-18,54.299999,59.200001,54.000000,58.700001,58.700001,461580
2006-02-25,59.099998,59.799999,48.500000,50.700001,50.700001,1045310
2006-03-04,51.200001,51.200001,45.500000,45.900002,45.900002,565140
2006-03-11,46.299999,51.500000,45.799999,46.900002,46.900002,865690
2006-03-18,46.599998,50.099998,45.599998,50.099998,50.099998,361800
2006-03-25,48.700001,51.000000,48.000000,50.000000,50.000000,709680
2006-04-01,50.200001,51.000000,48.000000,49.099998,49.099998,478570
2006-04-08,49.500000,64.500000,48.200001,57.900002,57.900002,3400950
2006-04-15,57.799999,63.500000,57.000000,61.700001,61.700001,884870
2006-04-22,62.900002,66.000000,57.500000,60.000000,60.000000,745280
2006-04-29,60.099998,62.200001,58.900002,61.200001,61.200001,410940
2006-05-06,61.299999,63.799999,54.500000,54.500000,54.500000,464980
2006-05-13,54.700001,55.500000,51.299999,52.700001,52.700001,388240
2006-05-20,52.400002,55.000000,50.000000,54.700001,54.700001,356780
2006-05-27,53.400002,54.299999,50.000000,52.299999,52.299999,282910
2006-06-03,52.500000,53.400002,49.200001,50.400002,50.400002,344950
2006-06-10,50.500000,52.599998,47.400002,49.900002,49.900002,468110
2006-06-17,50.500000,50.500000,47.700001,49.500000,49.500000,230320
2006-06-24,50.099998,50.500000,45.000000,46.700001,46.700001,641740
2006-07-01,47.400002,48.900002,46.000000,46.500000,46.500000,187980
2006-07-08,46.599998,47.900002,41.599998,42.200001,42.200001,327070
2006-07-15,43.200001,44.500000,37.700001,39.799999,39.799999,415820
2006-07-22,40.000000,45.599998,35.299999,38.400002,38.400002,464600
2006-07-29,38.000000,42.500000,37.799999,41.000000,41.000000,299860
2006-08-05,41.000000,41.000000,37.700001,39.000000,39.000000,280930
2006-08-12,39.000000,44.900002,39.000000,44.900002,44.900002,210600
2006-08-19,45.000000,47.400002,43.299999,46.000000,46.000000,207710
2006-08-26,46.400002,48.099998,44.599998,47.000000,47.000000,189470
2006-09-02,46.500000,47.900002,43.799999,45.000000,45.000000,163230
2006-09-09,44.599998,47.500000,43.200001,43.700001,43.700001,219090
2006-09-16,43.500000,45.799999,37.700001,38.000000,38.000000,399720
2006-09-23,38.400002,44.000000,38.099998,40.700001,40.700001,651630
2006-09-30,40.799999,41.200001,38.500000,40.299999,40.299999,307150
2006-10-07,40.200001,44.500000,39.599998,44.000000,44.000000,205490
2006-10-14,43.700001,45.000000,41.500000,42.500000,42.500000,166990
2006-10-21,43.000000,43.799999,40.000000,40.900002,40.900002,392290
2006-10-28,40.400002,40.799999,37.700001,39.099998,39.099998,363450
2006-11-04,40.000000,42.000000,38.900002,41.900002,41.900002,421260
2006-11-11,41.900002,43.000000,40.700001,41.500000,41.500000,264390
2006-11-18,41.200001,42.799999,40.400002,40.900002,40.900002,179760
2006-11-25,40.299999,40.900002,38.799999,40.599998,40.599998,299830
2006-12-02,40.299999,41.900002,38.900002,38.900002,38.900002,258390
2006-12-09,38.799999,41.500000,36.799999,40.599998,40.599998,480950
2006-12-16,41.000000,41.000000,38.400002,39.200001,39.200001,254230
2006-12-23,39.200001,39.500000,37.500000,38.900002,38.900002,481020
2006-12-30,39.000000,39.400002,37.900002,38.099998,38.099998,193660
2007-01-06,38.000000,38.299999,32.500000,36.799999,36.799999,477720
2007-01-13,36.799999,36.799999,34.700001,35.700001,35.700001,241210
2007-01-20,36.000000,37.599998,33.900002,35.200001,35.200001,377050
2007-01-27,35.099998,37.299999,35.000000,37.299999,37.299999,224970
2007-02-03,37.299999,39.799999,37.000000,37.200001,37.200001,322480
2007-02-10,37.500000,38.299999,35.799999,37.700001,37.700001,346190
2007-02-17,37.200001,39.700001,36.700001,37.700001,37.700001,385420
2007-02-24,37.599998,38.099998,27.900000,30.000000,30.000000,730590
2007-03-03,30.000000,30.600000,28.000000,30.000000,30.000000,581740
2007-03-10,30.200001,30.700001,27.700001,30.000000,30.000000,489400
2007-03-17,30.100000,31.900000,29.299999,31.299999,31.299999,445090
2007-03-24,31.200001,32.400002,30.200001,31.600000,31.600000,472910
2007-03-31,32.099998,34.000000,31.000000,33.000000,33.000000,302840
2007-04-07,33.000000,33.799999,31.000000,32.400002,32.400002,294220
2007-04-14,32.500000,33.799999,31.400000,32.599998,32.599998,288330
2007-04-21,33.000000,33.000000,31.100000,33.000000,33.000000,266320
2007-04-28,32.700001,33.299999,31.299999,32.599998,32.599998,253760
2007-05-05,32.700001,35.299999,31.500000,32.599998,32.599998,323610
2007-05-12,32.900002,33.000000,29.500000,30.200001,30.200001,293660
2007-05-19,30.700001,31.600000,29.799999,30.000000,30.000000,184260
2007-05-26,30.500000,31.900000,29.000000,30.600000,30.600000,203000
2007-06-02,30.400000,31.500000,29.000000,29.500000,29.500000,210750
2007-06-09,30.000000,30.600000,29.000000,29.600000,29.600000,306810
2007-06-16,30.200001,31.200001,29.600000,30.500000,30.500000,909100
2007-06-23,30.600000,32.700001,29.200001,31.400000,31.400000,400680
2007-06-30,31.900000,32.500000,30.900000,31.200001,31.200001,178090
2007-07-07,31.200001,33.400002,30.900000,32.500000,32.500000,297210
2007-07-14,32.599998,33.000000,31.000000,31.500000,31.500000,163440
2007-07-21,31.500000,32.000000,29.000000,29.000000,29.000000,303940
2007-07-28,29.100000,30.500000,27.500000,27.600000,27.600000,225280
2007-08-04,28.799999,31.000000,25.600000,27.700001,27.700001,640400
